,logN,logmu,sigma,kappa,logV,T,P,accom
0,3.3455920539438755,-1.2583001180796027,2.972524971415676,0.6263957742229499,0.7836883109952423,295.1845017205782,56390.13955480704,0.515232805205302
1,3.1673881492131164,-1.0994568463905428,2.9310877268958944,0.06583916987567616,0.7716308501453837,246.5782400095545,89852.04492016383,0.5764298561725179
2,3.8687618307476352,-1.041737384619083,1.7713783365348075,0.03947581905292048,0.6532838781491861,257.7036483561245,94342.88415140376,0.45950139309255933
3,3.8388459260069845,-1.3286116629577713,2.2109637576587025,0.40878876101727984,0.9447723071363504,263.25493458264236,52464.35698105592,0.23324218611284142
4,2.4888787307698497,-1.183332740897233,2.0274493351887246,0.12302157156815537,-0.1577820076617939,284.8963346023293,79442.57507077276,0.7833649814293354
5,2.018112817597401,-1.3586662966956538,1.2812057653677025,0.2654310947541569,0.6390611516330059,247.25928227222198,104378.80232504832,0.8109252329156216
6,1.2487741691309064,-1.7387530047265891,2.474394787556792,0.08903130830668797,0.48085754376706596,263.3642353703985,63178.82360181351,0.17670937647397483
7,3.945122735417415,-1.1184405039278897,2.088661195308079,0.8925657536522621,0.7747929151950537,298.0302136974874,56732.44793748222,0.993811262227197
8,3.845885963668201,-1.7008507673078685,1.7073057462131578,0.35473261744385615,0.9888957111311897,300.1319325612762,81949.60686636093,0.6417844200590599
9,3.562749352911718,-1.2477456020249265,2.4041476929610157,0.06331028110220163,-0.6744208603754106,299.23132200736853,59136.627748030165,0.4815650326079407
10,3.9039164234490435,-1.0589642361700538,1.7001751987470723,0.15290951714708015,0.7836125415497042,295.9540057851702,97983.2122830395,0.46905013233623094
11,3.8007857770055224,-1.975464429177186,1.463385190808449,0.6322975281371125,0.8008150291972307,275.47696164010324,103069.5354130375,0.4295082048265707
12,3.9816141014337716,-1.034882305014676,1.6743865992504863,0.1901264497839363,0.5790637671561063,245.7089220558187,79359.34352972696,0.8640585393004703
13,3.429396918670751,-1.2302895465156627,2.333412178438622,0.3097953998984532,0.8218231946190717,296.2321306198247,71011.67128332397,0.45146423748766995
14,2.124283828043663,-1.0894263335729708,1.5835863833454495,0.800662582034194,0.8694272762724713,285.0831805473857,94061.75604621015,0.1775697539696828
15,3.451017210016958,-1.726685284706132,1.8731811267944125,0.44192322853856475,0.9261500963430978,246.4899957298422,65596.86562710465,0.4221975771702001
16,3.830966184656247,-1.0827611891738251,1.9683386798016218,1.1502065642728767,-0.3361627025399444,274.57968116352663,59345.59989664573,0.4609917859991397
17,2.8274594809077214,-1.8703778197505656,2.862693893945378,8.660411266439841e-05,0.9995171971746638,288.8102829186411,76088.60329419855,0.5073798095918075
18,3.9819996316919584,-1.3416203605745392,1.8215331028673134,0.5129034894838027,0.766962248392544,273.5220940755804,95174.3344251581,0.3261921752374535
19,3.2902598492436406,-1.9596929451657694,2.8021347564159598,1.121519761216288,0.99315577208147,282.3828568516793,104473.41106882198,0.1674450856578137
20,3.902102763864313,-1.0207450880522735,1.5236710006373362,0.04472410706509153,0.6567704544962828,300.3062672827986,72406.31082983794,0.24632003361858668
21,3.6546426600867785,-1.2995282164994604,1.5035184808474555,0.27498179752264307,0.4103945980585709,242.14326252874673,68184.34021986849,0.688200711203143
22,3.7945138817752593,-1.3039600996898117,2.711572301856652,0.8869022291548095,-0.49661617158821825,266.2449395556893,86402.7057216941,0.7515535724350347
23,3.821911078350922,-1.1028064337365828,2.249614454406344,0.8153786169839631,0.12017845359785367,279.60052687227204,71572.59896888908,0.7819876857031713
24,3.1494576664774043,-1.1712078381457496,1.8412348222571129,0.2126745879289681,0.9908297405225023,267.29547207413657,56997.348721390066,0.5790316531707329
25,3.8529949832105137,-1.0866662008989243,1.9538693876781377,0.1994194925085062,0.959651224535225,302.1336743886713,69221.08582832567,0.8263676704811571
26,3.0798522768156507,-1.0023057395413677,2.269813367510902,0.9924894297889292,0.510918807326047,298.3597853278107,92211.48353935781,0.18626979898350926
27,3.8943740338002453,-2.0671174721889,2.3515614963522147,0.7708577882857932,0.9601794597116369,288.1029976043548,65568.60664779096,0.3452249463356642
28,3.4761736364172595,-1.1692745525535466,2.435755770292657,1.1509258240739757,0.38675704848659254,260.0854392504838,56381.52755056003,0.40046557747392797
29,3.964490501917545,-1.0497478339405435,2.622276003565104,0.9498509872961394,0.7991287131083279,303.3389900598951,67419.0481422038,0.16992214491966834
30,3.907199317175645,-1.4933784658034917,1.350313107905807,0.9052990136139765,0.9979225873337869,296.6874567865226,96652.3890121735,0.6455220661496857
31,3.2132555840835613,-1.0407741673370217,1.3913598139800152,0.1253695787510042,0.7158810361328725,256.7244285653412,72257.41668086778,0.8522733441016934
